"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Age"
"897","Maidstone","16A Madden St",3,"h",798000,"PI","Biggin","12/08/2017",6.4,3012,3,2,2,159,152,2010,"Maribyrnong",-37.78974,144.88143,"Western Metropolitan",3873,13
"898","Malvern","30 Warner St",3,"h",2020000,"PI","Marshall","12/08/2017",5.9,3144,3,2,2,400,216,2007,"Stonnington",-37.85183,145.03863,"Southern Metropolitan",4675,16
"899","Maribyrnong","13 Cedar Dr",3,"h",1200000,"SP","Biggin","12/08/2017",4.3,3032,3,2,2,352,204,1997,"Maribyrnong",-37.77413,144.87533,"Western Metropolitan",4918,26
"900","Mentone","5 Napier St",4,"h",2025000,"S","Greg","12/08/2017",20,3194,4,2,2,408,274,2010,"Kingston",-37.98707,145.0609,"South-Eastern Metropolitan",6162,13
"901","Mount Waverley","44 William St",5,"h",2558000,"S","McGrath","12/08/2017",14.2,3149,5,5,2,667,431,2015,"Monash",-37.88007,145.12328,"Eastern Metropolitan",13366,8
"902","Niddrie","45 Muriel St",3,"h",1230000,"S","Barry","12/08/2017",10.4,3042,3,2,1,324,207,2016,"Moonee Valley",-37.7431,144.88722,"Western Metropolitan",2291,7
"903","Pascoe Vale","17 Valerie St",3,"h",1114000,"S","Brad","12/08/2017",8.5,3044,3,2,2,256,190,2017,"Moreland",-37.72034,144.93788,"Northern Metropolitan",7485,6
"904","Point Cook","4 Hewett Dr",3,"h",520000,"SP","LJ","12/08/2017",14.7,3030,3,2,2,312,185,2014,"Wyndham",-37.89273,144.72559,"Western Metropolitan",15542,9
"905","Reservoir","13 Nutwood St",4,"h",755000,"SP","Ray","12/08/2017",12,3073,4,2,2,479,157,1995,"Darebin",-37.70952,145.033,"Northern Metropolitan",21650,28
"906","Ringwood","6A Heather Gr",3,"h",8e+05,"S","RW","12/08/2017",19.9,3134,3,2,1,461,133,2005,"Maroondah",-37.82536,145.22228,"Eastern Metropolitan",7785,18
"907","Rosanna","7 Pilgrim Ct",5,"h",1170000,"S","Miles","12/08/2017",8.9,3084,5,3,3,694,210,1975,"Banyule",-37.73968,145.07973,"Eastern Metropolitan",3540,48
"908","Strathmore","78 Bulla Rd",7,"h",2e+06,"SP","Nelson","12/08/2017",8.2,3041,7,3,4,608,355,1999,"Moonee Valley",-37.73681,144.90587,"Western Metropolitan",3284,24
"909","Surrey Hills","37 Newton St",5,"h",2400000,"VB","Fletchers","12/08/2017",10.2,3127,5,3,2,593,309,2016,"Whitehorse",-37.83199,145.10877,"Southern Metropolitan",5457,7
"910","Tarneit","37 Tyler Cr",4,"h",505000,"SP","Purplebricks","12/08/2017",18.4,3029,4,2,2,498,167,2010,"Wyndham",-37.84267,144.65407,"Western Metropolitan",10160,13
"911","Tarneit","4 Welford St",4,"h",560000,"SP","Reliance","12/08/2017",18.4,3029,4,2,2,452,159,2009,"Wyndham",-37.83851,144.6887,"Western Metropolitan",10160,14
"912","Templestowe","67 Hawtin St",4,"h",1205000,"S","Barry","12/08/2017",15.5,3106,4,2,2,646,167,1980,"Manningham",-37.75807,145.13478,"Eastern Metropolitan",6202,43
"913","Templestowe","270 Serpells Rd",5,"h",1750000,"PI","Ray","12/08/2017",15.5,3106,5,3,2,787,334,1990,"Manningham",-37.76873,145.15894,"Eastern Metropolitan",6202,33
"914","Templestowe Lower","53 Fyfe Dr",5,"h",1410000,"PI","Barry","12/08/2017",12.4,3107,5,2,2,648,250,1975,"Manningham",-37.77033,145.1214,"Eastern Metropolitan",5420,48
"915","Thomastown","5 Natalie Ct",3,"h",670000,"S","HAR","12/08/2017",15.3,3074,3,2,2,541,121,1980,"Whittlesea",-37.67231,145.00556,"Northern Metropolitan",7955,43
"916","Vermont","11 Manhattan Sq",4,"h",980000,"S","hockingstuart","12/08/2017",17.2,3133,4,2,0,539,192,1978,"Whitehorse",-37.83459,145.21264,"Eastern Metropolitan",4181,45
"917","Werribee","3 Argyle Cr",4,"h",455000,"S","Ray","12/08/2017",14.7,3030,4,1,4,534,101,1983,"Wyndham",-37.88496,144.66332,"Western Metropolitan",16166,40
"918","Werribee","24 Swallow St",3,"h",455000,"S","YPA","12/08/2017",14.7,3030,3,1,1,610,125,1980,"Wyndham",-37.88632,144.67582,"Western Metropolitan",16166,43
"919","Yarraville","1/23 Bena St",4,"h",1142000,"PI","Nelson","12/08/2017",6.3,3013,4,3,2,234,176,2012,"Maribyrnong",-37.81961,144.88132,"Western Metropolitan",6543,11
"920","Yarraville","33A Severn St",2,"h",780000,"S","Sweeney","12/08/2017",6.3,3013,2,1,1,178,84,2013,"Maribyrnong",-37.81481,144.88013,"Western Metropolitan",6543,10
"921","Altona","35 Lowe Av",4,"h",935000,"SP","Barlow","15/07/2017",11,3018,4,2,2,629,180,1985,"Hobsons Bay",-37.86027,144.82073,"Western Metropolitan",5301,38
"922","Avondale Heights","9 Thompson St",4,"h",934000,"S","Moonee","15/07/2017",9.5,3034,4,2,1,581,163,1975,"Moonee Valley",-37.76421,144.85594,"Western Metropolitan",4502,48
"923","Delahey","10 Alexander Cl",3,"h",560000,"S","YPA","15/07/2017",18,3037,3,2,2,543,153,1995,"Brimbank",-37.7143,144.77096,"Western Metropolitan",2898,28
"924","Eltham","38 Meruka Dr",4,"h",1054000,"S","Barry","15/07/2017",18,3095,4,3,2,791,230,1974,"Nillumbik",-37.71296,145.13773,"Eastern Metropolitan",6990,49
"925","Epping","40 Lyndarum Dr",3,"h",630000,"S","Ray","15/07/2017",19.6,3076,3,2,2,388,127,2012,"Whittlesea",-37.62864,145.02265,"Northern Metropolitan",10926,11
"926","Epping","4 Nuthall Wy",4,"h",1012000,"S","Iconek","15/07/2017",19.6,3076,4,3,3,631,355,2009,"Whittlesea",-37.6246,145.01686,"Northern Metropolitan",10926,14
"927","Epping","1 Saddlers Ct",4,"h",565000,"S","Ray","15/07/2017",19.6,3076,4,2,2,548,110,1985,"Whittlesea",-37.64386,145.04817,"Northern Metropolitan",10926,38
"928","Forest Hill","35 Panorama Dr",4,"h",945000,"S","Ray","15/07/2017",15.4,3131,4,2,2,294,194,2010,"Whitehorse",-37.85156,145.16923,"Eastern Metropolitan",4385,13
"929","Hawthorn","24/1 Muir St",3,"h",1100000,"S","Marshall","15/07/2017",5.3,3122,3,2,1,109,109.5,1999,"Boroondara",-37.81442,145.01531,"Southern Metropolitan",11308,24
"930","Keilor Downs","11 Cromer Pl",4,"h",705000,"PI","Brad","15/07/2017",15.5,3038,4,2,3,815,198,2000,"Brimbank",-37.71757,144.81328,"Western Metropolitan",3656,23
"931","Keilor Downs","4 Nandeen Ct",4,"h",590000,"VB","Brad","15/07/2017",15.5,3038,4,2,2,757,152,1980,"Brimbank",-37.72483,144.8143,"Western Metropolitan",3656,43
"932","Keilor East","44 Granite Wy",4,"h",1100000,"VB","Nelson","15/07/2017",11.7,3033,4,4,2,500,267,2011,"Moonee Valley",-37.73573,144.87531,"Western Metropolitan",5629,12
"933","Meadow Heights","11 Hermitage Ct",3,"h",520000,"S","Stockdale","15/07/2017",17.4,3048,3,1,2,798,128,1985,"Hume",-37.65384,144.92272,"Northern Metropolitan",4704,38
"934","Meadow Heights","16 Papworth Pl",4,"h",515000,"PI","RW","15/07/2017",17.4,3048,4,3,0,653,122,1985,"Hume",-37.65155,144.91912,"Northern Metropolitan",4704,38
"935","Mill Park","46 Buckmaster Dr",3,"h",775500,"S","Harcourts","15/07/2017",17.9,3082,3,1,4,840,125,1980,"Whittlesea",-37.66919,145.06799,"Northern Metropolitan",10529,43
"936","Mill Park","14 Malua Cr",3,"h",726000,"S","Love","15/07/2017",17.9,3082,3,2,2,615,132,1982,"Whittlesea",-37.67519,145.06201,"Northern Metropolitan",10529,41
"937","Mill Park","6 Whernside Ct",4,"h",710000,"S","Ray","15/07/2017",17.9,3082,4,1,2,666,123,1985,"Whittlesea",-37.67626,145.0659,"Northern Metropolitan",10529,38
"938","Mount Waverley","46 Sesame St",5,"h",2248000,"S","Jellis","15/07/2017",14.2,3149,5,5,2,729,398,2016,"Monash",-37.86582,145.14824,"Eastern Metropolitan",13366,7
"939","Point Cook","84 Beachview Pde",4,"h",690000,"VB","hockingstuart","15/07/2017",14.7,3030,4,2,2,540,531,2012,"Wyndham",-37.90715,144.76527,"Western Metropolitan",15542,11
"940","Point Cook","49 Lindsay Gdns",4,"h",596000,"S","hockingstuart","15/07/2017",14.7,3030,4,2,2,416,182.9,2006,"Wyndham",-37.89279,144.73158,"Western Metropolitan",15542,17
"941","Point Cook","15 Metcalf Wy",4,"h",698000,"S","hockingstuart","15/07/2017",14.7,3030,4,2,2,448,190,2012,"Wyndham",-37.8914,144.72014,"Western Metropolitan",15542,11
"942","St Albans","11 Craigielea Av",2,"h",610000,"PI","RW","15/07/2017",14,3021,2,1,2,419,135,1975,"Brimbank",-37.7398,144.80348,"Western Metropolitan",14042,48
"943","Taylors Lakes","1 Cowes Pl",4,"h",853000,"S","Barry","15/07/2017",15.5,3038,4,3,2,724,330,1990,"Brimbank",-37.70941,144.7873,"Western Metropolitan",5336,33
"944","Wantirna South","42 Argyle Wy",4,"h",1045000,"S","Noel","15/07/2017",14.7,3152,4,3,2,728,153,1990,"Knox",-37.88009,145.22736,"Eastern Metropolitan",7082,33
"945","Werribee","6 Cassowary Av",3,"h",505000,"SP","Greg","15/07/2017",14.7,3030,3,2,4,557,116,1987,"Wyndham",-37.87975,144.66459,"Western Metropolitan",16166,36
"946","Werribee","2/50 Tower Rd",2,"h",335000,"S","Greg","15/07/2017",14.7,3030,2,1,1,190,113,1980,"Wyndham",-37.90423,144.67008,"Western Metropolitan",16166,43
"947","Westmeadows","27 Eyre St",3,"h",8e+05,"S","YPA","15/07/2017",16.5,3049,3,2,2,898,142,1985,"Hume",-37.67823,144.90002,"Northern Metropolitan",2474,38
"948","Wheelers Hill","994 Waverley Rd",5,"h",1090000,"S","Ray","15/07/2017",16.7,3150,5,2,2,698,246,1978,"Monash",-37.8921,145.19118,"South-Eastern Metropolitan",7392,45
"949","Abbotsford","133 Yarra St",2,"h",1190000,"S","Biggin","22/07/2017",3,3067,2,2,1,147,175,2000,"Yarra",-37.80269,145.0001,"Northern Metropolitan",4019,23
"950","Altona Meadows","52 Shirley St",3,"h",620000,"S","hockingstuart","22/07/2017",15.5,3028,3,1,2,466,107,1975,"Hobsons Bay",-37.87019,144.7843,"Western Metropolitan",7630,48
"951","Altona North","2/16 Stapley Cr",2,"h",510000,"S","Sweeney","22/07/2017",9.4,3025,2,1,1,170,100,2001,"Hobsons Bay",-37.83658,144.86199,"Western Metropolitan",5132,22
"952","Avondale Heights","49 Ridge Dr",3,"h",750000,"PI","Barry","22/07/2017",9.5,3034,3,1,2,561,103,1990,"Moonee Valley",-37.7528,144.85585,"Western Metropolitan",4502,33
"953","Avondale Heights","55 Ridge Dr",5,"h",8e+05,"VB","Barry","22/07/2017",9.5,3034,5,2,3,577,166,1985,"Moonee Valley",-37.75261,144.85631,"Western Metropolitan",4502,38
"954","Balwyn North","7 Adeney St",5,"h",2400000,"VB","hockingstuart","22/07/2017",9.7,3104,5,4,2,742,262,1980,"Boroondara",-37.80218,145.10063,"Southern Metropolitan",7809,43
"955","Blackburn South","2A Stewart Av",3,"h",874000,"S","Fletchers","22/07/2017",13.4,3130,3,2,1,232,103,2014,"Whitehorse",-37.83574,145.14866,"Eastern Metropolitan",4387,9
"956","Bundoora","43 Cheadle Cr",5,"h",999000,"S","Ray","22/07/2017",12.1,3083,5,2,2,627,268,1991,"Banyule",-37.69264,145.0799,"Northern Metropolitan",10175,32
"957","Carnegie","2A Walden Gr",3,"h",1050000,"VB","Eview","22/07/2017",10.1,3163,3,1,2,184,133,1990,"Glen Eira",-37.90017,145.05812,"Southern Metropolitan",7822,33
"958","Delahey","11 Barley Ct",4,"h",505000,"S","YPA","22/07/2017",18,3037,4,2,2,344,105.9,1995,"Brimbank",-37.719,144.76699,"Western Metropolitan",2898,28
"959","Doncaster","5 Alma Ct",5,"h",1530000,"S","Barry","22/07/2017",12.4,3108,5,3,2,851,215,1975,"Manningham",-37.78109,145.13745,"Eastern Metropolitan",9028,48
"960","Doncaster East","45 Elizabeth St",4,"h",1385000,"S","Jellis","22/07/2017",14.3,3109,4,3,2,417,203,1980,"Manningham",-37.79223,145.14606,"Eastern Metropolitan",10999,43
"961","Footscray","15 Greer St",4,"h",1e+06,"SA","Nelson","22/07/2017",5.1,3011,4,2,1,180,206,1994,"Maribyrnong",-37.79686,144.908,"Western Metropolitan",7570,29
"962","Glen Waverley","32 Maylands Cr",5,"h",1182000,"S","Ray","22/07/2017",16.7,3150,5,2,3,650,152,1975,"Monash",-37.90383,145.17166,"Eastern Metropolitan",15321,48
"963","Highett","10 Haynes St",4,"h",1535000,"S","Thomson","22/07/2017",16,3190,4,2,2,719,719,1998,"Bayside",-37.94999,145.03122,"Southern Metropolitan",4794,25
"964","Hillside","93 Saronvale Cr",4,"h",7e+05,"PI","Barry","22/07/2017",18,3037,4,2,4,788,236,1995,"Melton",-37.68974,144.75225,"Western Metropolitan",5556,28
"965","Hoppers Crossing","46 Bourke Cr",3,"h",520000,"S","LJ","22/07/2017",18.4,3029,3,1,0,609,109,1986,"Wyndham",-37.86991,144.68607,"Western Metropolitan",13830,37
"966","Hoppers Crossing","2 Burge Cr",4,"h",650000,"SP","Triwest","22/07/2017",18.4,3029,4,2,2,680,205,1985,"Wyndham",-37.86821,144.69566,"Western Metropolitan",13830,38
"967","Keilor East","3 Border Dr",3,"h",918000,"S","Nelson","22/07/2017",11.7,3033,3,2,2,669,166,2000,"Moonee Valley",-37.73936,144.85874,"Western Metropolitan",5629,23
"968","Kings Park","261 Taylors Rd",3,"h",565000,"S","Ray","22/07/2017",14,3021,3,2,3,543,106.9,1980,"Brimbank",-37.72765,144.78107,"Western Metropolitan",2878,43
"969","Maidstone","18 Pullar St",2,"h",468000,"S","Burnham","22/07/2017",6.4,3012,2,1,2,312,89,1990,"Maribyrnong",-37.78353,144.87233,"Western Metropolitan",3873,33
"970","Mill Park","4 Streeton Cct",3,"h",725000,"S","Ray","22/07/2017",17.9,3082,3,2,2,602,129,1980,"Whittlesea",-37.66916,145.06912,"Northern Metropolitan",10529,43
"971","Mulgrave","2 Kinkora Ct",3,"h",755000,"S","Ray","22/07/2017",18.8,3170,3,2,2,197,132,2005,"Monash",-37.92285,145.18549,"South-Eastern Metropolitan",7113,18
"972","Mulgrave","25 Morawa Dr",3,"h",862000,"S","Win","22/07/2017",18.8,3170,3,2,2,246,3,2002,"Monash",-37.92829,145.19647,"South-Eastern Metropolitan",7113,21
"973","Niddrie","8 Goble St",4,"h",1130000,"SP","Nelson","22/07/2017",10.4,3042,4,2,2,650,163,1975,"Moonee Valley",-37.73435,144.8768,"Western Metropolitan",2291,48
"974","Niddrie","64 Muriel St",4,"h",1006000,"S","Brad","22/07/2017",10.4,3042,4,2,1,270,178.74,2008,"Moonee Valley",-37.74266,144.88577,"Western Metropolitan",2291,15
"975","Oakleigh South","44 Golf Rd",4,"h",1390000,"S","Buxton","22/07/2017",15.5,3167,4,2,2,558,243,2010,"Monash",-37.91917,145.08807,"South-Eastern Metropolitan",3692,13
"976","Reservoir","11 Knox St",5,"h",1282500,"SA","Nelson","22/07/2017",12,3073,5,2,2,499,251,2015,"Darebin",-37.72556,144.99021,"Northern Metropolitan",21650,8
"977","Ringwood","26 Major St",3,"h",882500,"S","hockingstuart","22/07/2017",19.9,3134,3,2,2,918,145,1975,"Maroondah",-37.794,145.24636,"Eastern Metropolitan",7785,48
"978","Ringwood","3 Sang Ct",3,"h",910000,"S","Philip","22/07/2017",19.9,3134,3,2,2,651,162,1977,"Maroondah",-37.79638,145.24268,"Eastern Metropolitan",7785,46
"979","Sydenham","7 Argyll St",4,"h",740000,"S","Purplebricks","22/07/2017",18,3037,4,2,2,1017,156,2000,"Brimbank",-37.69106,144.75854,"Western Metropolitan",3640,23
"980","Tarneit","26 Bradman Dr",4,"h",463500,"S","hockingstuart","22/07/2017",18.4,3029,4,2,2,371,156,2006,"Wyndham",-37.867,144.65618,"Western Metropolitan",10160,17
"981","Tarneit","30 Cobram St",3,"h",530000,"S","hockingstuart","22/07/2017",18.4,3029,3,2,2,400,153,2009,"Wyndham",-37.83353,144.67324,"Western Metropolitan",10160,14
"982","Tarneit","7 Vive St",3,"h",446000,"S","Sweeney","22/07/2017",18.4,3029,3,2,2,326,162,2012,"Wyndham",-37.85037,144.66179,"Western Metropolitan",10160,11
"983","Taylors Hill","55 Bloomsbury Dr",3,"h",520000,"S","Barry","22/07/2017",18,3037,3,2,2,389,161,2005,"Melton",-37.71364,144.76031,"Western Metropolitan",4242,18
"984","Taylors Hill","20 Hobart Wy",3,"h",530000,"SP","YPA","22/07/2017",18,3037,3,2,1,343,119,2011,"Melton",-37.7117,144.75204,"Western Metropolitan",4242,12
"985","Taylors Hill","6 Hobart Wy",5,"h",725500,"S","Barry","22/07/2017",18,3037,5,3,2,450,260,2011,"Melton",-37.71152,144.75283,"Western Metropolitan",4242,12
"986","Watsonia","18 Barry St",3,"h",830000,"S","Barry","22/07/2017",14.5,3087,3,1,1,598,104.4,1975,"Banyule",-37.717,145.08891,"Northern Metropolitan",2329,48
"987","Watsonia North","27 Kurrajong Cr",3,"h",710000,"S","Ray","22/07/2017",14.5,3087,3,1,2,600,115,1974,"Banyule",-37.69872,145.08743,"Northern Metropolitan",1442,49
"988","Werribee","5 Flourish Wy",4,"h",463000,"S","hockingstuart","22/07/2017",14.7,3030,4,2,2,358,148,2012,"Wyndham",-37.91807,144.63816,"Western Metropolitan",16166,11
"989","Werribee","3 Parramatta Rd",3,"h",452000,"SP","Biggin","22/07/2017",14.7,3030,3,1,3,567,121,1980,"Wyndham",-37.88666,144.66149,"Western Metropolitan",16166,43
"990","Werribee","17 Timbarra Dr",4,"h",665000,"S","hockingstuart","22/07/2017",14.7,3030,4,2,2,520,201,2014,"Wyndham",-37.91859,144.64143,"Western Metropolitan",16166,9
"991","Werribee","17 Xavier Ct",4,"h",510000,"SP","YPA","22/07/2017",14.7,3030,4,2,1,531,147,2003,"Wyndham",-37.89556,144.64268,"Western Metropolitan",16166,20
"992","Albanvale","10 Elinga Ct",3,"h",555000,"SP","Sweeney","29/07/2017",14,3021,3,1,3,566,126,1980,"Brimbank",-37.74306,144.76679,"Western Metropolitan",1899,43
"993","Balwyn","27 Burroughs Rd",5,"h",3812000,"S","VICProp","29/07/2017",7.9,3103,5,4,2,729,1,2012,"Boroondara",-37.806,145.09511,"Southern Metropolitan",5682,11
"994","Cairnlea","16 Westbury St",3,"h",640000,"S","HAR","29/07/2017",14.8,3023,3,2,2,316,170,2008,"Brimbank",-37.76048,144.78847,"Western Metropolitan",2674,15
"995","Cheltenham","22 Cavanagh St",4,"h",1740000,"SP","O'Brien","29/07/2017",17.9,3192,4,2,2,721,283,2010,"Kingston",-37.9641,145.06547,"Southern Metropolitan",9758,13
"996","Eltham North","15 Highpoint Cr",4,"h",920000,"S","Buckingham","29/07/2017",18,3095,4,3,2,1503,209,1980,"Nillumbik",-37.70697,145.14105,"Eastern Metropolitan",2346,43
"997","Epping","19 Lotus Ct",4,"h",658000,"PI","hockingstuart","29/07/2017",19.6,3076,4,2,2,571,200,1997,"Whittlesea",-37.63762,145.03539,"Northern Metropolitan",10926,26
"998","Epping","13 Manley St",3,"h",5e+05,"S","Darren","29/07/2017",19.6,3076,3,2,2,321,130,2011,"Whittlesea",-37.63169,145.03135,"Northern Metropolitan",10926,12
"999","Epping","8 Shields St",3,"h",560000,"S","HAR","29/07/2017",19.6,3076,3,2,1,390,147,2007,"Whittlesea",-37.62882,145.00979,"Northern Metropolitan",10926,16
"1000","Greensborough","50 Albion Cr",4,"h",770000,"PI","Darren","29/07/2017",16.1,3088,4,2,2,789,169,1975,"Banyule",-37.69646,145.12163,"Northern Metropolitan",8524,48
"1001","Greensborough","12 Yangoora Pl",4,"h",9e+05,"S","Morrison","29/07/2017",16.1,3088,4,3,1,807,190,1975,"Banyule",-37.70077,145.12743,"Northern Metropolitan",8524,48
"1002","Hillside","20 Viridian Dr",4,"h",618350,"S","YPA","29/07/2017",18,3037,4,2,2,542,221,2009,"Melton",-37.68104,144.74608,"Western Metropolitan",5556,14
"1003","Hoppers Crossing","7 Brooke Ct",3,"h",540000,"S","Ray","29/07/2017",18.4,3029,3,2,2,580,200,1990,"Wyndham",-37.87447,144.66771,"Western Metropolitan",13830,33
"1004","Keilor Park","45 Collinson St",3,"h",750000,"S","Nelson","29/07/2017",10.4,3042,3,2,2,761,222,1980,"Brimbank",-37.72224,144.85739,"Western Metropolitan",1119,43
"1005","Lalor","52 Monash St",3,"h",580500,"S","Love","29/07/2017",16.3,3075,3,1,1,532,934,1980,"Whittlesea",-37.66101,145.02568,"Northern Metropolitan",8279,43
"1006","Mill Park","14 Jasmine Dr",3,"h",668000,"S","Ray","29/07/2017",17.9,3082,3,2,1,555,196,1990,"Whittlesea",-37.6764,145.05085,"Northern Metropolitan",10529,33
"1007","Mill Park","14 Medlar Ct",3,"h",650000,"PI","Ray","29/07/2017",17.9,3082,3,2,1,661,141,1990,"Whittlesea",-37.66898,145.07209,"Northern Metropolitan",10529,33
"1008","Point Cook","23 Boathaven Rd",4,"h",620000,"S","hockingstuart","29/07/2017",14.7,3030,4,2,2,448,238,2011,"Wyndham",-37.91269,144.73946,"Western Metropolitan",15542,12
"1009","Sandringham","6 Duff St",4,"h",1660000,"S","hockingstuart","29/07/2017",15.2,3191,4,2,2,390,235,2004,"Bayside",-37.96,145.02068,"Southern Metropolitan",4497,19
"1010","South Melbourne","372 Coventry St",2,"h",980000,"VB","Marshall","29/07/2017",1.9,3205,2,1,0,64,112,2000,"Port Phillip",-37.83326,144.95464,"Southern Metropolitan",5943,23
"1011","Sunshine West","73 Hilma St",3,"h",760000,"S","Barry","29/07/2017",10.5,3020,3,1,2,1143,100,1980,"Brimbank",-37.79135,144.79948,"Western Metropolitan",6763,43
"1012","Sydenham","23 Contursi Dr",3,"h",585000,"S","Prof.","29/07/2017",18,3037,3,2,2,662,232,2004,"Brimbank",-37.70525,144.75699,"Western Metropolitan",3640,19
"1013","Thornbury","13 Rayment St",3,"h",891000,"S","Nelson","29/07/2017",7,3071,3,2,2,199,140,1999,"Darebin",-37.75948,144.99615,"Northern Metropolitan",8870,24
"1014","Tullamarine","1/171 Melrose Dr",3,"h",615500,"S","hockingstuart","29/07/2017",12.9,3043,3,2,1,238,118,2011,"Hume",-37.70322,144.88236,"Western Metropolitan",3296,12
"1015","Wantirna South","11 Kirrum Cl",5,"h",1310000,"S","Harcourts","29/07/2017",14.7,3152,5,3,2,818,255,1985,"Knox",-37.87846,145.24212,"Eastern Metropolitan",7082,38
"1016","Werribee","18 Conquest Dr",4,"h",645000,"PI","hockingstuart","29/07/2017",14.7,3030,4,2,2,555,237,2002,"Wyndham",-37.89359,144.66911,"Western Metropolitan",16166,21
"1017","Werribee","46 Coventry Dr",4,"h",482500,"S","YPA","29/07/2017",14.7,3030,4,2,0,533,170,1980,"Wyndham",-37.89337,144.64003,"Western Metropolitan",16166,43
"1018","Westmeadows","43 Bamford Av",4,"h",821000,"S","YPA","29/07/2017",16.5,3049,4,3,2,544,264,1997,"Hume",-37.67841,144.87924,"Northern Metropolitan",2474,26
"1019","Westmeadows","4 Pershore Ct",3,"h",635000,"S","Barry","29/07/2017",16.5,3049,3,2,1,691,177,1975,"Hume",-37.68026,144.88468,"Northern Metropolitan",2474,48
"1020","Altona","86 Grieve Pde",3,"h",913000,"S","Greg","3/09/2017",11,3018,3,2,3,530,148,1985,"",-37.8614,144.81931,"Western Metropolitan",5301,38
"1021","Bundoora","30 Glenn Cr",3,"h",680000,"S","Ray","3/09/2017",12.1,3083,3,1,2,532,106,1977,"",-37.69669,145.04515,"Northern Metropolitan",10175,46
"1022","Coolaroo","3 Thorpdale Av",3,"h",457000,"S","YPA","3/09/2017",17.4,3048,3,1,2,551,118,1975,"",-37.65532,144.93393,"Northern Metropolitan",1124,48
"1023","Doncaster East","28 Highfield Rd",3,"h",1381000,"S","Ray","3/09/2017",14.3,3109,3,2,1,646,170,1975,"",-37.78758,145.16792,"Eastern Metropolitan",10999,48
"1024","Essendon","24 Fletcher St",4,"h",2100000,"VB","Nelson","3/09/2017",7.5,3040,4,2,3,920,256,1990,"",-37.7554,144.92351,"Western Metropolitan",9264,33
"1025","Gowanbrae","4/74 Rutherglen Cr",4,"h",635000,"SP","Stockdale","3/09/2017",12.9,3043,4,2,2,2679,4,2005,"",-37.70207,144.89805,"Western Metropolitan",1071,18
"1026","Hampton","32 Retreat Rd",4,"h",1900000,"VB","Marshall","3/09/2017",13.8,3188,4,3,2,699,228,1985,"",-37.94088,145.0145,"Southern Metropolitan",5454,38
"1027","Kealba","2 Stewart Cl",5,"h",750000,"SP","Brad","3/09/2017",14,3021,5,2,4,647,207,1983,"",-37.73726,144.82998,"Western Metropolitan",1202,40
"1028","Maribyrnong","6 Adori Pl",3,"h",983000,"S","Biggin","3/09/2017",4.3,3032,3,2,2,359,185,2008,"",-37.78606,144.88459,"Western Metropolitan",4918,15
"1029","Meadow Heights","9 Hibiscus Cl",3,"h",482000,"S","Nelson","3/09/2017",17.4,3048,3,2,2,452,140,1992,"",-37.64023,144.91399,"Northern Metropolitan",4704,31
"1030","Mentone","14 Glengala Ct",4,"h",9e+05,"PI","Hodges","3/09/2017",20,3194,4,2,2,530,216,1980,"",-37.98368,145.09237,"South-Eastern Metropolitan",6162,43
"1031","Mentone","9 Glengala Ct",3,"h",960500,"S","Buxton","3/09/2017",20,3194,3,2,2,535,132,1985,"",-37.98329,145.0918,"South-Eastern Metropolitan",6162,38
"1032","Mulgrave","63 Haverbrack Dr",4,"h",1105000,"S","Ray","3/09/2017",18.8,3170,4,3,2,650,224,1985,"",-37.92979,145.2036,"South-Eastern Metropolitan",7113,38
"1033","Niddrie","36 Shaw St",2,"h",1300000,"PI","Barry","3/09/2017",10.4,3042,2,1,1,650,380,2016,"",-37.74016,144.88805,"Western Metropolitan",2291,7
"1034","Ormond","26 Thompson St",5,"h",2110000,"PI","Marshall","3/09/2017",11.4,3204,5,3,4,664,245,1980,"",-37.90422,145.02827,"Southern Metropolitan",3578,43
"1035","Point Cook","114 Fongeo Dr",3,"h",540000,"S","Barry","3/09/2017",14.7,3030,3,2,2,353,135,2011,"",-37.9105,144.73457,"Western Metropolitan",15542,12
"1036","Taylors Lakes","6 Pukaki Ct",3,"h",705000,"S","Barry","3/09/2017",15.5,3038,3,2,1,677,138,1980,"",-37.71254,144.80836,"Western Metropolitan",5336,43
"1037","Werribee","4 Albany Ct",4,"h",630000,"S","hockingstuart","3/09/2017",14.7,3030,4,2,2,720,163,2001,"",-37.87215,144.65608,"Western Metropolitan",16166,22
"1038","Airport West","34 Green St",3,"h",1000001,"S","Nelson","9/09/2017",10.4,3042,3,2,1,697,163,2017,"",-37.72812,144.88735,"Western Metropolitan",3464,6
"1039","Alphington","77A Fulham Rd",3,"h",1170000,"S","Jellis","9/09/2017",5.7,3078,3,1,1,268,126,1994,"",-37.7753,145.0267,"Northern Metropolitan",2211,29
"1040","Balwyn","7 Relowe Cr",5,"h",2750000,"VB","hockingstuart","9/09/2017",7.9,3103,5,5,2,1235,397,2016,"",-37.80563,145.10304,"Southern Metropolitan",5682,7
"1041","Balwyn North","2 Lynne Ct",4,"h",2e+06,"VB","Jellis","9/09/2017",9.7,3104,4,2,5,700,300,2007,"",-37.78971,145.09546,"Southern Metropolitan",7809,16
